"BillID","Major","MajorProb","Minor","MinorProb","Private"
"114-hr-765",5,0.2,502,0.5,0
"114-hr-766",15,0.66,1501,0.74,0
"114-hr-767",15,0.33,1525,0.36,0
"114-hr-768",15,0.19,1525,0.3,0
"114-hr-769",20,0.49,2002,0.56,0
"114-hr-77",12,0.57,1207,0.44,0
"114-hr-770",15,0.3,1525,0.34,0
"114-hr-771",12,0.21,1207,0.21,0
"114-hr-772",10,0.24,1003,0.82,0
"114-hr-773",6,0.93,601,0.51,0
"114-hr-774",12,0.17,1201,0.29,0
"114-hr-775",3,0.63,302,0.27,0
"114-hr-776",20,0.18,2002,0.58,0
"114-hr-777",3,0.79,398,0.74,0
"114-hr-778",3,0.33,302,0.26,0
"114-hr-779",15,0.18,1525,0.31,0
"114-hr-78",6,0.15,603,0.4,0
"114-hr-780",1,0.68,107,0.8,0
"114-hr-781",21,0.23,2101,0.55,0
"114-hr-782",15,0.19,1525,0.31,0
"114-hr-783",15,0.2,1525,0.31,0
"114-hr-784",12,0.22,1207,0.21,0
"114-hr-785",20,0.45,2004,0.76,0
"114-hr-786",3,0.31,331,0.33,0
"114-hr-787",20,0.24,2001,0.48,0
"114-hr-788",19,0.47,1921,0.37,0
"114-hr-789",3,0.51,398,0.7,0
"114-hr-79",15,0.19,1525,0.31,0
"114-hr-790",2,0.33,208,0.86,0
"114-hr-791",2,0.31,208,0.86,0
"114-hr-792",15,0.2,1525,0.31,0
"114-hr-793",3,0.2,321,0.32,0
"114-hr-794",6,0.42,607,0.34,0
"114-hr-795",3,0.64,302,0.3,0
"114-hr-796",21,0.58,2104,0.78,0
"114-hr-797",15,0.59,1523,0.84,0
"114-hr-798",3,0.17,331,0.33,0
"114-hr-799",21,0.57,2101,0.78,0
"114-hr-8",8,0.84,800,0.57,0
"114-hr-80",10,0.79,1003,0.47,0
"114-hr-800",15,0.19,1525,0.31,0
"114-hr-801",15,0.59,1523,0.84,0
"114-hr-802",3,0.65,302,0.37,0
"114-hr-803",12,0.52,1207,0.45,0
"114-hr-804",3,0.63,302,0.37,0
"114-hr-805",20,0.29,2002,0.37,0
"114-hr-806",21,0.51,2103,0.7,0
"114-hr-807",21,0.83,2103,0.68,0
"114-hr-808",16,0.92,1699,0.79,0
"114-hr-809",99,1,9900,1,1
"114-hr-81",15,0.2,1525,0.31,0
"114-hr-810",17,0.67,1701,0.87,0
"114-hr-811",15,0.15,1501,0.24,0
"114-hr-812",21,0.87,2102,0.94,0
"114-hr-813",15,0.15,1525,0.26,0
"114-hr-814",15,0.2,1525,0.31,0
"114-hr-815",3,0.76,302,0.5,0
"114-hr-816",15,0.2,1525,0.29,0
"114-hr-817",15,0.33,1525,0.35,0
"114-hr-818",3,0.69,331,0.35,0
"114-hr-819",10,0.64,1003,0.82,0
"114-hr-82",15,0.27,1502,0.59,0
"114-hr-820",18,0.65,1802,0.53,0
"114-hr-821",15,0.17,1525,0.3,0
"114-hr-822",3,0.96,323,0.37,0
"114-hr-823",6,0.94,601,0.45,0
"114-hr-824",16,0.5,1608,0.38,0
"114-hr-825",18,0.7,1802,0.68,0
"114-hr-826",3,0.84,333,0.66,0
"114-hr-827",15,0.19,1525,0.32,0
"114-hr-828",20,0.61,2009,0.65,0
"114-hr-829",15,0.18,1525,0.29,0
"114-hr-83",15,0.2,1525,0.31,0
"114-hr-830",15,0.98,1523,1,0
"114-hr-831",15,0.18,1525,0.27,0
"114-hr-832",16,0.44,1608,0.75,0
"114-hr-833",6,0.44,601,0.42,0
"114-hr-834",6,0.43,602,0.89,0
"114-hr-835",3,0.5,302,0.35,0
"114-hr-836",3,0.88,301,0.36,0
"114-hr-837",3,0.83,302,0.39,0
"114-hr-838",15,0.27,1502,0.69,0
"114-hr-839",20,0.22,2002,0.42,0
"114-hr-84",7,0.27,705,0.55,0
"114-hr-840",15,0.17,1525,0.31,0
"114-hr-841",15,0.16,1525,0.3,0
"114-hr-842",3,0.44,331,0.42,0
"114-hr-843",7,0.37,709,0.36,0
"114-hr-844",10,0.98,1005,0.91,0
"114-hr-845",21,0.86,2103,0.52,0
"114-hr-846",6,0.67,601,0.74,0
"114-hr-847",6,0.77,601,0.57,0
"114-hr-848",6,0.76,602,0.74,0
"114-hr-849",21,0.42,2102,0.4,0
"114-hr-85",16,0.25,1615,0.74,0
"114-hr-850",6,0.34,602,0.51,0
"114-hr-851",6,0.94,602,0.64,0
"114-hr-852",15,0.2,1525,0.31,0
"114-hr-853",15,0.34,1521,0.32,0
"114-hr-854",15,0.2,1525,0.31,0
"114-hr-855",1,0.37,107,0.79,0
"114-hr-856",21,0.4,2101,0.52,0
"114-hr-857",15,0.2,1525,0.31,0
"114-hr-858",6,0.41,602,0.52,0
"114-hr-859",99,0.71,9900,1,1
"114-hr-86",6,0.67,601,0.58,0
"114-hr-860",15,0.33,1525,0.37,0
"114-hr-861",16,0.9,1615,0.83,0
"114-hr-862",15,0.21,1525,0.36,0
"114-hr-863",21,0.22,2102,0.35,0
"114-hr-864",15,0.2,1525,0.31,0
"114-hr-865",3,0.79,325,0.45,0
"114-hr-866",21,0.83,2103,0.84,0
"114-hr-867",15,0.18,1525,0.22,0
"114-hr-868",16,0.56,1608,0.76,0
"114-hr-869",20,0.5,2004,0.54,0
"114-hr-87",21,0.76,2101,0.94,0
"114-hr-870",15,0.17,1525,0.3,0
"114-hr-871",20,0.18,2012,0.33,0
"114-hr-872",21,0.88,2102,0.97,0
"114-hr-873",20,0.21,2008,0.56,0
"114-hr-874",13,0.27,1303,0.67,0
"114-hr-875",18,0.78,1802,0.66,0
"114-hr-876",20,0.22,2002,0.48,0
"114-hr-877",9,0.63,900,1,0
"114-hr-878",12,0.27,1201,0.66,0
"114-hr-879",3,0.63,302,0.43,0
"114-hr-88",14,0.59,1405,0.65,0
"114-hr-880",3,0.2,398,0.75,0
"114-hr-881",6,0.73,602,0.79,0
"114-hr-882",12,0.67,1207,0.56,0
"114-hr-883",12,0.2,1201,0.7,0
"114-hr-884",7,0.84,709,0.95,0
"114-hr-885",2,0.71,206,0.64,0
"114-hr-886",5,0.38,502,0.67,0
"114-hr-887",3,0.7,301,0.25,0
"114-hr-888",20,0.18,2002,0.43,0
"114-hr-889",15,0.32,1502,0.61,0
"114-hr-89",2,0.31,208,0.81,0
"114-hr-890",7,0.91,701,0.59,0
"114-hr-891",20,1,2008,1,0
"114-hr-892",15,0.18,1525,0.32,0
"114-hr-893",20,0.52,2006,0.84,0
"114-hr-894",7,0.46,709,0.67,0
"114-hr-895",6,0.63,601,0.45,0
"114-hr-896",20,0.27,2002,0.79,0
"114-hr-897",15,0.25,1501,0.26,0
"114-hr-898",8,0.84,800,0.34,0
"114-hr-899",5,0.46,503,0.51,0
"114-hr-9",15,0.17,1525,0.3,0
"114-hr-90",16,0.54,1608,0.75,0
"114-hr-900",21,0.63,2101,0.98,0
"114-hr-901",20,0.42,2002,0.72,0
"114-hr-902",1,0.44,107,0.9,0
"114-hr-903",3,0.49,302,0.28,0
"114-hr-904",21,0.86,2101,0.86,0
"114-hr-905",1,0.43,107,0.8,0
"114-hr-906",8,0.4,807,0.92,0
"114-hr-907",16,0.75,1608,0.25,0
"114-hr-908",21,0.62,2101,0.88,0
"114-hr-909",15,0.21,1525,0.29,0
"114-hr-91",16,0.54,1608,0.75,0
"114-hr-910",10,0.24,1002,0.65,0
"114-hr-911",10,0.39,1003,0.52,0
"114-hr-912",15,0.2,1525,0.31,0
"114-hr-913",4,0.35,403,0.57,0
"114-hr-914",16,0.52,1609,0.54,0
"114-hr-915",16,0.54,1608,0.77,0
"114-hr-916",15,0.2,1525,0.31,0
"114-hr-917",15,0.2,1525,0.31,0
"114-hr-918",13,0.65,1304,0.5,0
"114-hr-919",15,0.12,1525,0.29,0
"114-hr-92",20,0.95,2004,0.96,0
"114-hr-920",12,0.23,1204,0.25,0
"114-hr-921",15,0.27,1526,0.6,0
"114-hr-922",6,0.9,607,0.92,0
"114-hr-923",20,0.19,2002,0.39,0
"114-hr-924",20,0.39,2007,0.66,0
"114-hr-925",7,0.58,709,0.85,0
"114-hr-926",16,0.74,1609,0.63,0
"114-hr-927",6,0.66,601,0.5,0
"114-hr-928",3,1,302,0.5,0
"114-hr-929",20,0.95,2012,0.79,0
"114-hr-93",15,0.2,1525,0.31,0
"114-hr-930",6,0.78,602,0.69,0
"114-hr-931",15,0.2,1525,0.31,0
"114-hr-932",13,0.17,1303,0.34,0
"114-hr-933",6,0.29,603,0.76,0
"114-hr-934",12,0.19,1207,0.21,0
"114-hr-935",21,0.42,2101,0.55,0
"114-hr-936",3,0.34,331,0.45,0
"114-hr-937",6,0.35,601,0.83,0
"114-hr-938",21,0.34,2101,0.77,0
"114-hr-939",6,0.29,601,0.85,0
"114-hr-94",15,0.2,1525,0.31,0
"114-hr-940",3,0.91,302,0.53,0
"114-hr-941",3,0.53,301,0.43,0
"114-hr-942",15,0.2,1525,0.31,0
"114-hr-943",3,0.41,302,0.48,0
"114-hr-944",7,0.23,711,0.52,0
"114-hr-945",12,0.2,1210,0.2,0
"114-hr-946",10,0.41,1005,0.57,0
"114-hr-947",15,0.25,1504,0.48,0
"114-hr-948",1,0.67,105,0.87,0
"114-hr-949",21,0.46,2101,0.85,0
"114-hr-95",5,0.48,503,0.74,0
"114-hr-950",15,0.2,1525,0.43,0
"114-hr-951",2,0.35,206,0.59,0
"114-hr-952",15,0.24,1504,0.45,0
"114-hr-953",15,0.14,1525,0.25,0
"114-hr-954",15,0.92,1525,0.81,0
"114-hr-955",16,0.84,1608,0.33,0
"114-hr-956",16,0.74,1608,0.71,0
"114-hr-957",15,0.91,1525,0.57,0
"114-hr-958",20,0.7,2006,0.83,0
"114-hr-959",14,0.66,1400,0.45,0
"114-hr-96",15,0.32,1525,0.72,0
"114-hr-960",20,0.99,2008,1,0
"114-hr-961",15,0.21,1525,0.23,0
"114-hr-962",15,0.22,1525,0.29,0
"114-hr-963",21,0.71,2103,0.61,0
"114-hr-964",12,0.15,1208,0.64,0
"114-hr-965",15,0.15,1525,0.27,0
"114-hr-966",15,0.2,1525,0.31,0
"114-hr-967",2,0.18,208,0.78,0
"114-hr-968",15,0.2,1525,0.31,0
"114-hr-969",21,0.41,2104,0.71,0
"114-hr-97",15,0.37,1507,0.33,0
"114-hr-970",99,0.35,9900,1,0
"114-hr-971",15,0.23,1525,0.66,0
"114-hr-972",7,0.35,705,0.55,0
"114-hr-973",13,0.63,1303,0.97,0
"114-hr-974",15,0.19,1525,0.3,0
"114-hr-975",3,0.78,302,0.3,0
"114-hr-976",3,0.9,301,0.55,0
"114-hr-977",6,0.92,602,0.68,0
"114-hr-978",20,0.24,2002,0.79,0
"114-hr-979",21,0.93,2103,0.86,0
"114-hr-98",3,0.2,331,0.4,0
"114-hr-980",15,0.17,1525,0.29,0
"114-hr-981",20,0.3,2002,0.78,0
"114-hr-982",20,0.18,2002,0.43,0
"114-hr-983",10,0.44,1002,0.86,0
"114-hr-984",21,1,2101,0.92,0
"114-hr-985",6,0.43,602,0.44,0
"114-hr-986",20,0.19,2002,0.45,0
"114-hr-987",5,0.43,505,0.47,0
"114-hr-988",13,0.37,1303,0.61,0
"114-hr-989",15,0.86,1521,0.99,0
"114-hr-99",3,0.69,302,0.66,0
"114-hr-990",15,0.2,1525,0.31,0
"114-hr-991",16,0.63,1608,0.87,0
"114-hr-992",16,0.46,1608,0.72,0
"114-hr-993",16,0.5,1608,0.71,0
"114-hr-994",5,0.26,501,0.49,0
"114-hr-995",16,0.49,1608,0.78,0
"114-hr-996",12,0.22,1207,0.21,0
"114-hr-997",15,0.18,1525,0.31,0
"114-hr-998",21,0.21,2103,0.38,0
"114-hr-999",15,0.21,1525,0.29,0
"114-s-1",8,0.29,803,0.93,0
"114-s-10",15,0.2,1525,0.31,0
"114-s-100",6,0.96,602,0.6,0
"114-s-1000",15,0.97,1521,0.99,0
"114-s-1001",15,0.95,1521,0.94,0
"114-s-1002",14,0.71,1400,0.39,0
"114-s-1003",18,0.76,1802,0.71,0
"114-s-1004",16,0.49,1608,0.78,0
"114-s-1005",3,0.67,302,0.67,0
"114-s-1006",10,0.3,1002,0.45,0
"114-s-1007",21,0.96,2101,1,0
"114-s-1008",8,0.32,803,0.31,0
"114-s-1009",15,0.17,1525,0.3,0
"114-s-101",6,0.99,601,0.9,0
"114-s-1010",15,0.95,1521,0.96,0
"114-s-1011",18,0.52,1803,0.5,0
"114-s-1012",1,0.41,107,0.78,0
"114-s-1013",17,0.21,1709,0.45,0
"114-s-1014",3,0.52,302,0.26,0
"114-s-1015",15,0.22,1525,0.24,0
"114-s-1016",3,0.92,302,0.61,0
"114-s-1017",8,0.85,802,0.83,0
"114-s-1018",15,0.2,1525,0.31,0
"114-s-1019",2,0.33,208,0.86,0
"114-s-102",6,0.8,602,0.74,0
"114-s-1020",17,0.18,1709,0.5,0
"114-s-1021",5,0.58,502,0.69,0
"114-s-1022",3,0.23,398,0.83,0
"114-s-1023",1,0.42,107,0.98,0
"114-s-1024",7,0.25,711,0.36,0
"114-s-1025",6,0.69,601,0.6,0
"114-s-1026",8,0.63,806,0.63,0
"114-s-1027",12,0.5,1210,0.55,0
"114-s-1028",12,0.85,1207,0.77,0
"114-s-1029",8,0.88,807,0.81,0
"114-s-103",16,0.7,1608,0.7,0
"114-s-1030",12,0.21,1210,0.29,0
"114-s-1031",21,0.35,2103,0.39,0
"114-s-1032",15,0.25,1501,0.4,0
"114-s-1033",8,0.9,800,0.5,0
"114-s-1034",20,0.98,2008,1,0
"114-s-1035",16,0.45,1603,0.83,0
"114-s-1036",7,0.68,709,0.82,0
"114-s-1037",8,0.63,802,0.4,0
"114-s-1038",8,0.82,807,0.47,0
"114-s-1039",8,0.83,806,0.27,0
"114-s-104",15,0.64,1523,0.77,0
"114-s-1040",15,0.21,1525,0.29,0
"114-s-1041",7,0.45,701,0.45,0
"114-s-1042",7,0.44,701,0.4,0
"114-s-1043",5,0.27,502,0.56,0
"114-s-1044",8,0.57,800,0.44,0
"114-s-1045",15,0.25,1501,0.23,0
"114-s-1046",20,0.21,2008,0.56,0
"114-s-1047",8,0.79,807,0.65,0
"114-s-1048",8,0.92,807,0.9,0
"114-s-1049",4,0.76,402,0.61,0
"114-s-105",7,0.26,709,0.46,0
"114-s-1050",15,0.2,1525,0.31,0
"114-s-1051",3,0.72,325,0.24,0
"114-s-1052",20,0.2,2001,0.3,0
"114-s-1053",8,0.86,806,0.69,0
"114-s-1054",15,0.21,1525,0.38,0
"114-s-1055",8,0.75,807,0.68,0
"114-s-1056",2,0.17,201,0.62,0
"114-s-1057",15,0.2,1525,0.31,0
"114-s-1058",8,0.86,806,0.67,0
"114-s-1059",6,0.36,601,0.85,0
"114-s-106",20,0.19,2002,0.31,0
"114-s-1060",12,0.26,1201,0.29,0
"114-s-1061",6,0.29,601,0.85,0
"114-s-1062",6,0.26,601,0.84,0
"114-s-1063",8,0.85,807,0.77,0
"114-s-1064",13,0.17,1303,0.34,0
"114-s-1065",6,0.68,602,0.83,0
"114-s-1066",3,0.68,302,0.69,0
"114-s-1067",20,0.22,2002,0.84,0
"114-s-1068",8,0.32,802,0.65,0
"114-s-1069",21,0.23,2101,0.55,0
"114-s-107",15,0.17,1525,0.28,0
"114-s-1070",6,0.87,601,0.57,0
"114-s-1071",12,0.81,1211,0.43,0
"114-s-1072",12,0.44,1204,0.83,0
"114-s-1073",20,0.21,2002,0.4,0
"114-s-1074",21,0.72,2101,0.86,0
"114-s-1075",15,0.2,1525,0.31,0
"114-s-1076",12,0.24,1210,0.26,0
"114-s-1077",3,0.53,321,0.41,0
"114-s-1078",15,0.17,1525,0.3,0
"114-s-1079",15,0.2,1525,0.31,0
"114-s-108",15,0.52,1501,0.56,0
"114-s-1080",12,0.48,1204,0.65,0
"114-s-1081",15,0.2,1525,0.31,0
"114-s-1082",16,0.53,1608,0.7,0
"114-s-1083",3,0.81,335,0.29,0
"114-s-1084",12,0.22,1201,0.32,0
"114-s-1085",16,0.78,1608,0.87,0
"114-s-1086",15,0.58,1505,0.46,0
"114-s-1087",15,0.15,1525,0.29,0
"114-s-1088",20,0.18,2002,0.34,0
"114-s-1089",13,0.39,1303,0.4,0
"114-s-109",8,0.31,802,0.55,0
"114-s-1090",2,0.27,208,0.96,0
"114-s-1091",99,1,9900,1,0
"114-s-1092",99,1,9900,1,0
"114-s-1093",99,1,9900,1,0
"114-s-1094",99,1,9900,1,0
"114-s-1095",99,1,9900,1,0
"114-s-1096",99,1,9900,1,0
"114-s-1097",99,1,9900,1,0
"114-s-1098",99,1,9900,1,0
"114-s-1099",15,0.2,1525,0.31,0
"114-s-11",12,0.36,1201,0.5,0
"114-s-110",7,0.83,700,0.69,0
"114-s-1100",15,0.19,1525,0.29,0
"114-s-1101",3,0.61,301,0.26,0
"114-s-1102",6,0.57,601,0.83,0
"114-s-1103",8,0.97,802,0.98,0
"114-s-1104",8,0.97,802,0.98,0
"114-s-1105",14,0.73,1409,0.56,0
"114-s-1106",6,0.74,602,0.52,0
"114-s-1107",15,0.33,1525,0.37,0
"114-s-1108",12,0.23,1204,0.55,0
"114-s-1109",15,0.34,1504,0.38,0
"114-s-111",20,0.28,2002,0.39,0
"114-s-1110",21,0.86,2103,0.52,0
"114-s-1111",8,0.21,802,0.52,0
"114-s-1112",5,0.44,503,0.44,0
"114-s-1113",12,0.83,1204,0.81,0
"114-s-1114",10,0.19,1005,0.7,0
"114-s-1115",15,0.2,1525,0.31,0
"114-s-1116",20,0.46,2002,0.65,0
"114-s-1117",16,0.39,1608,0.57,0
"114-s-1118",16,0.76,1600,0.52,0
"114-s-1119",12,0.53,1210,0.36,0
"114-s-112",7,0.42,709,0.89,0
"114-s-1120",9,0.68,900,1,0
"114-s-1121",15,0.2,1525,0.31,0
"114-s-1122",6,0.56,601,0.59,0
"114-s-1123",19,0.24,1921,0.42,0
"114-s-1124",21,0.35,2103,0.39,0
"114-s-1125",21,0.57,2102,0.5,0
"114-s-1126",6,0.13,602,0.53,0
"114-s-1127",15,0.29,1520,0.57,0
"114-s-1128",15,0.19,1525,0.27,0
"114-s-1129",1,0.53,107,0.86,0
"114-s-113",21,0.83,2103,0.85,0
"114-s-1130",12,0.44,1204,0.36,0
"114-s-1131",3,0.71,331,0.41,0
"114-s-1132",15,0.17,1525,0.27,0
"114-s-1133",15,0.33,1525,0.37,0
"114-s-1134",6,0.53,601,0.55,0
"114-s-1135",3,0.36,322,0.64,0
"114-s-1136",10,0.83,1003,0.94,0
"114-s-1137",15,0.34,1522,0.58,0
"114-s-1138",15,0.2,1525,0.28,0
"114-s-1139",20,0.2,2002,0.36,0
"114-s-114",16,0.54,1608,0.76,0
"114-s-1140",7,0.44,701,0.61,0
"114-s-1141",15,0.87,1521,0.87,0
"114-s-1142",21,0.39,2102,0.73,0
"114-s-1143",7,0.27,709,0.5,0
"114-s-1144",20,0.49,2004,0.75,0
"114-s-1145",12,0.21,1201,0.26,0
"114-s-1146",6,0.78,602,0.85,0
"114-s-1147",20,0.98,2008,1,0
"114-s-1148",3,0.2,325,0.33,0
"114-s-1149",3,0.96,323,0.39,0
"114-s-115",15,0.91,1521,0.92,0
"114-s-1150",5,0.3,505,0.51,0
"114-s-1151",15,0.24,1501,0.38,0
"114-s-1152",99,0.3,9900,1,0
"114-s-1153",21,0.61,2103,0.49,0
"114-s-1154",7,0.25,709,0.54,0
"114-s-1155",17,0.18,1709,0.4,0
"114-s-1156",15,0.37,1507,0.33,0
"114-s-1157",20,0.79,2001,0.45,0
"114-s-1158",15,0.65,1525,0.81,0
"114-s-1159",20,0.12,2002,0.51,0
"114-s-116",1,0.36,107,0.84,0
"114-s-1160",21,0.68,2103,0.79,0
"114-s-1161",7,0.25,709,0.83,0
"114-s-1162",12,0.32,1201,0.42,0
"114-s-1163",21,0.73,2102,0.92,0
"114-s-1164",1,0.43,107,0.81,0
"114-s-1165",6,0.57,601,0.77,0
"114-s-1166",6,0.89,601,0.56,0
"114-s-1167",21,0.61,2103,0.48,0
"114-s-1168",21,0.16,2101,0.53,0
"114-s-1169",12,0.88,1206,0.96,0
"114-s-117",20,0.22,2002,0.42,0
"114-s-1170",7,0.31,709,0.54,0
"114-s-1171",20,0.2,2002,0.5,0
"114-s-1172",20,0.23,2011,0.47,0
"114-s-1173",15,0.18,1525,0.31,0
"114-s-1174",15,0.2,1525,0.31,0
"114-s-1175",10,0.82,1005,0.78,0
"114-s-1176",15,0.2,1525,0.31,0
"114-s-1177",6,0.67,601,0.7,0
"114-s-1178",21,0.73,2104,0.41,0
"114-s-1179",15,0.18,1525,0.3,0
"114-s-118",15,0.26,1520,0.23,0
"114-s-1180",15,0.12,1523,0.24,0
"114-s-1181",8,0.83,800,0.29,0
"114-s-1182",20,0.52,2002,0.48,0
"114-s-1183",15,0.17,1525,0.31,0
"114-s-1184",6,0.93,607,0.6,0
"114-s-1185",6,0.94,601,0.45,0
"114-s-1186",15,0.17,1525,0.31,0
"114-s-1187",8,0.66,806,0.32,0
"114-s-1188",16,0.67,1606,0.37,0
"114-s-1189",20,0.19,2001,0.53,0
"114-s-119",16,0.51,1608,0.73,0
"114-s-1190",3,0.2,321,0.32,0
"114-s-1191",14,0.56,1400,0.44,0
"114-s-1192",6,0.49,601,0.55,0
"114-s-1193",14,0.74,1406,0.95,0
"114-s-1194",15,0.2,1525,0.31,0
"114-s-1195",6,0.56,601,0.74,0
"114-s-1196",21,0.87,2103,0.84,0
"114-s-1197",2,0.23,208,0.88,0
"114-s-1198",13,0.3,1304,0.61,0
"114-s-1199",20,0.43,2004,0.62,0
"114-s-12",15,0.19,1525,0.31,0
"114-s-120",21,0.91,2104,0.96,0
"114-s-1200",15,0.33,1525,0.35,0
"114-s-1201",8,0.82,800,0.33,0
"114-s-1202",15,0.2,1525,0.31,0
"114-s-1203",16,0.51,1608,0.8,0
"114-s-1204",12,0.2,1207,0.21,0
"114-s-1205",21,0.52,2101,0.82,0
"114-s-1206",15,0.24,1501,0.39,0
"114-s-1207",8,0.44,802,0.71,0
"114-s-1208",15,0.88,1525,0.78,0
"114-s-1209",5,0.19,502,0.54,0
"114-s-121",15,0.2,1525,0.31,0
"114-s-1210",8,0.81,803,0.97,0
"114-s-1211",3,0.93,334,0.73,0
"114-s-1212",5,0.52,503,0.55,0
"114-s-1213",8,0.88,800,0.54,0
"114-s-1214",13,0.26,1301,0.49,0
"114-s-1215",8,0.27,806,0.31,0
"114-s-1216",8,0.72,803,0.89,0
"114-s-1217",8,0.49,802,0.65,0
"114-s-1218",15,0.2,1525,0.31,0
"114-s-1219",8,0.73,802,0.43,0
"114-s-122",3,0.67,321,0.46,0
"114-s-1220",8,0.92,800,0.46,0
"114-s-1221",20,0.19,2002,0.43,0
"114-s-1222",8,0.5,802,0.6,0
"114-s-1223",8,0.76,807,0.41,0
"114-s-1224",15,0.2,1525,0.31,0
"114-s-1225",21,0.85,2103,0.82,0
"114-s-1226",13,0.22,1303,0.63,0
"114-s-1227",8,0.76,806,0.65,0
"114-s-1228",8,0.82,800,0.49,0
"114-s-1229",8,0.49,800,0.34,0
"114-s-123",12,0.22,1201,0.2,0
"114-s-1230",8,0.76,803,0.94,0
"114-s-1231",10,0.19,1002,0.51,0
"114-s-1232",15,0.2,1525,0.31,0
"114-s-1233",15,0.2,1525,0.31,0
"114-s-1234",15,0.2,1525,0.31,0
"114-s-1235",8,0.48,807,0.43,0
"114-s-1236",8,0.14,802,0.62,0
"114-s-1237",8,0.91,803,0.97,0
"114-s-1238",19,0.64,1926,0.76,0
"114-s-1239",7,0.91,705,0.97,0
"114-s-124",21,0.87,2104,0.86,0
"114-s-1240",7,0.74,709,0.84,0
"114-s-1241",16,0.28,1615,0.67,0
"114-s-1242",15,0.65,1525,0.81,0
"114-s-1243",10,0.18,1002,0.51,0
"114-s-1244",3,0.18,302,0.22,0
"114-s-1245",12,0.24,1201,0.18,0
"114-s-1246",12,0.17,1207,0.2,0
"114-s-1247",20,0.81,2008,0.96,0
"114-s-1248",15,0.25,1501,0.38,0
"114-s-1249",16,0.58,1608,0.72,0
"114-s-125",12,0.38,1201,0.59,0
"114-s-1250",21,0.29,2101,0.79,0
"114-s-1251",4,0.36,408,0.61,0
"114-s-1252",4,0.27,403,0.54,0
"114-s-1253",3,0.63,321,0.27,0
"114-s-1254",20,0.23,2003,0.56,0
"114-s-1255",21,0.29,2101,0.46,0
"114-s-1256",15,0.18,1525,0.32,0
"114-s-1257",16,0.45,1608,0.67,0
"114-s-1258",8,0.88,800,0.4,0
"114-s-1259",21,0.4,2101,0.76,0
"114-s-126",1,0.93,107,1,0
"114-s-1260",15,0.19,1525,0.32,0
"114-s-1261",1,0.47,107,0.88,0
"114-s-1262",15,0.96,1521,0.86,0
"114-s-1263",8,0.65,806,0.46,0
"114-s-1264",8,0.47,802,0.46,0
"114-s-1265",15,0.18,1525,0.3,0
"114-s-1266",15,0.19,1525,0.22,0
"114-s-1267",18,0.86,1802,0.75,0
"114-s-1268",18,0.66,1802,0.58,0
"114-s-1269",18,0.74,1802,0.53,0
"114-s-127",15,0.19,1501,0.38,0
"114-s-1270",8,0.76,800,0.35,0
"114-s-1271",15,0.2,1525,0.31,0
"114-s-1272",17,0.34,1706,0.5,0
"114-s-1273",19,0.14,1921,0.65,0
"114-s-1274",8,0.92,807,0.6,0
"114-s-1275",8,0.86,807,0.66,0
"114-s-1276",8,0.89,803,0.44,0
"114-s-1277",8,0.84,807,0.45,0
"114-s-1278",21,0.32,2103,0.5,0
"114-s-1279",8,0.89,800,0.55,0
"114-s-128",8,0.9,807,0.82,0
"114-s-1280",19,0.32,1921,0.89,0
"114-s-1281",20,0.23,2002,0.43,0
"114-s-1282",7,0.64,705,0.77,0
"114-s-1283",8,0.92,805,0.54,0
"114-s-1284",7,0.55,705,0.9,0
"114-s-1285",15,0.14,1525,0.31,0
"114-s-1286",16,0.44,1608,0.7,0
"114-s-1287",15,0.17,1525,0.29,0
"114-s-1288",12,0.26,1207,0.23,0
"114-s-1289",16,0.57,1608,0.28,0
"114-s-129",20,0.34,2002,0.4,0
"114-s-1290",15,0.2,1525,0.31,0
"114-s-1291",21,0.89,2104,0.98,0
"114-s-1292",15,0.2,1525,0.25,0
"114-s-1293",8,0.62,805,0.55,0
"114-s-1294",15,0.2,1525,0.31,0
"114-s-1295",21,0.87,2103,0.68,0
"114-s-1296",16,0.25,1615,0.48,0
"114-s-1297",17,0.33,1701,0.56,0
"114-s-1298",15,0.21,1525,0.3,0
"114-s-1299",21,0.34,2101,0.77,0
"114-s-13",21,0.64,2101,0.79,0
"114-s-130",15,0.19,1501,0.38,0
"114-s-1300",99,0.32,9900,1,0
"114-s-1301",3,0.31,301,0.3,0
"114-s-1302",15,0.19,1525,0.31,0
"114-s-1303",6,0.63,601,0.72,0
"114-s-1304",8,0.63,800,0.47,0
"114-s-1305",21,0.84,2104,0.82,0
"114-s-1306",8,0.84,800,0.59,0
"114-s-1307",1,0.47,105,0.87,0
"114-s-1308",12,0.94,1209,0.53,0
"114-s-1309",6,0.55,601,0.69,0
"114-s-131",3,0.57,321,0.65,0
"114-s-1310",8,0.4,803,0.96,0
"114-s-1311",8,0.46,803,0.98,0
"114-s-1312",8,0.92,800,0.49,0
"114-s-1313",20,0.16,2002,0.49,0
"114-s-1314",10,0.2,1002,0.44,0
"114-s-1315",12,0.22,1207,0.21,0
"114-s-1316",21,0.91,2103,0.9,0
"114-s-1317",15,0.19,1504,0.31,0
"114-s-1318",16,0.19,1615,0.4,0
"114-s-1319",15,0.67,1522,0.56,0
"114-s-132",21,0.83,2103,0.78,0
"114-s-1320",12,0.23,1201,0.2,0
"114-s-1321",20,0.27,2002,0.53,0
"114-s-1322",6,0.54,601,0.76,0
